period,time,x,y,freeKick,rightFoot,leftFoot,head,opportunity,goal
2,2146,93,31,0,1,0,0,1,0
2,2609,83,49,0,1,0,0,1,0
2,2688,88,70,0,1,0,0,1,0
2,2690,97,56,0,1,0,0,1,0
1,222,92,85,1,0,1,0,1,0
1,807,87,37,0,0,1,0,1,0
1,1887,98,37,0,0,1,0,1,0
1,1932,96,48,0,0,0,1,1,0
1,2224,92,57,0,1,0,0,1,0
1,2548,91,31,0,1,0,0,1,0
1,2718,77,42,0,1,0,0,1,0
2,59,93,53,0,1,0,0,1,1
2,294,85,62,0,1,0,0,1,0
2,477,81,76,0,1,0,0,0,0
2,491,69,16,0,0,1,0,1,0
2,889,49,58,0,0,1,0,1,0
2,1456,94,45,0,1,0,0,1,0
2,1461,90,71,0,1,0,0,0,0
2,1490,98,43,0,0,0,1,1,0
2,1695,95,61,0,1,0,0,1,0
2,1834,97,54,0,1,0,0,1,1
2,2775,96,32,0,0,1,0,1,1
1,637,94,49,0,0,0,1,1,0
1,1195,90,69,0,1,0,0,1,0
1,1537,75,23,0,1,0,0,1,0
1,1971,84,34,0,0,1,0,1,0
1,2018,87,68,0,1,0,0,0,0
1,2168,83,34,0,1,0,0,1,0
1,2681,90,60,0,1,0,0,1,1
2,172,91,59,0,0,0,1,1,1
2,593,88,24,0,0,1,0,1,0
2,1064,90,29,0,0,1,0,1,0
2,1334,81,56,0,1,0,0,1,0
2,1393,78,36,0,1,0,0,1,0
2,1441,90,56,0,1,0,0,1,1
2,1611,80,31,0,1,0,0,0,0
2,1718,95,55,0,0,0,1,1,0
2,1779,87,62,0,0,1,0,1,0
2,1827,80,41,0,1,0,0,0,0
2,2024,74,46,0,1,0,0,1,0
2,2327,93,73,0,1,0,0,1,0
2,2365,90,46,0,0,1,0,1,0
2,2485,94,55,0,0,0,1,1,0
2,2533,80,40,0,0,1,0,0,0
2,2583,88,42,0,1,0,0,1,1
2,2843,75,73,1,1,0,0,1,0
1,124,88,73,0,0,1,0,1,0
1,1108,71,33,1,1,0,0,1,0
1,1503,91,48,0,0,1,0,1,1
1,1764,72,26,1,1,0,0,0,0
1,1806,88,49,0,1,0,0,1,0
1,1809,92,66,0,1,0,0,1,0
1,1812,92,53,0,0,0,1,1,0
1,2083,97,42,0,1,0,0,1,1
1,2192,90,40,0,0,0,1,1,0
1,2279,88,36,0,0,1,0,1,0
1,2306,68,57,0,1,0,0,0,0
1,2541,87,47,0,0,1,0,1,0
2,179,92,46,0,0,1,0,1,0
2,355,89,70,0,1,0,0,1,0
2,435,87,45,0,0,1,0,1,0
2,579,94,45,0,0,1,0,1,0
2,918,91,45,0,0,1,0,1,0
2,1264,91,46,0,0,1,0,1,1
2,2009,74,35,0,0,1,0,0,0
2,2010,86,44,0,1,0,0,0,0
2,2121,94,38,0,1,0,0,1,0
2,2162,80,34,0,0,1,0,1,0
2,2243,86,44,0,0,1,0,1,0
2,2433,75,70,1,0,1,0,0,0
